,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
6790,B00063446M,Drinkwell Original Pet Fountain,A2610CF6KABXIF,3/4,1.0,1153440000,"We bought the Drinkwell Pet Fountain because my cat loves to drink out of the bathroom faucet. We have had many issues with it being dirty. We have to completely empty, dismantle and disinfect it every two to three days, or it gets pink slime in it. I imagine that this is very unhealthy for your pet! Once it gets slime in it, it takes FOREVER to clean it with little brushes and put it back together, refill it and plug it back in. It is much easier to give our cat a fresh dish of water once a day and put the regular-sized bowl in the dishwasher.",pet supplies,cats,feeding watering supplies,108,pet supplies,True
34011,B000BNLVA4,Classic Wood Folding Chess Set,A2LQ2GQMOU92AI,0/0,2.0,1323388800,"I ordered this chess set for my fianc&eacute; for the Holiday, and it arrived short one pawn. I ended up exchanging it for a new one with the proper amount of pieces, but it was stressful and annoying. I do not recommend it.",toys games,games,board games,43,toys games,True
30710,B000N4D18Q,"Clif Shot Bloks Organic Energy Chews, 2.1-Ounce Packets",A11UCKEQYC9UYQ,0/0,5.0,1310428800,I bought these as an alternative to the messy cliff shots. They are perfect. Also not too sweet. They are much easier to eat repeatedly on a ride. I definitely have picked up a little speed by keeping my sugar level higher. The strawberry is a good flavor. This is the best performance nutrition product since Gatoraid.,health personal care,nutrition wellness,nutrition bars drinks,57,grocery gourmet food,False
26267,B000EYF7LO,Razor Dirt Quad Electric Four-Wheeled Off-Road Vehicle (Red),A3K52BDYWMC5UQ,0/0,3.0,1291507200,"We bought one of these for my grandsons and they loved it. Only problem was it didn't have a reverse. It is a very well built, heavy little machine but once it breaks...good luck finding somebody that can fix it. Charging wasn't the problem. I ordered new batteries and a new charger. It wouldn't move so we figured it was a gear issue or something but couldn't find anybody within 150 miles that could/would check it out, let alone work on it. Couldn't get any contact with the company either to try to find somebody. Finally, after sitting for almost a year, I just gave it away. What a waste of $$. Same issue with the Razor pocket bike we bought for him. We're now looking a real, fuel-driven, quad or bike for him.",toys games,tricycles,scooters wagons,134,pet supplies,False
39395,B000OZDZ7G,Duro-Med Relax-a-Bac with Insert and Strap,A1EQ8VF2WDS43G,0/0,5.0,1342051200,"I carry this into restaurants under my arm. Even the big booths don't bother my back anymore. I have one in my car, my office chair, and my dining room chair. Its smooth surface doesn't collect pet hair or lint, and can be cleaned with a damp cloth. Light weight and inexpensive, it's the best of the many I've tried. Thank you Duro-Med",health personal care,medical supplies equipment,braces,63,pet supplies,False
33858,B000FSIV26,Bergan Sporty-Pet Travel Food and Water,A2X4B7RE38D6OC,0/0,5.0,1322870400,I have been using these for years. They perform very well but every now and then a bored pup will give them a chew and I need a new one. Hard to find in stores so thanks for on-line shopping.,pet supplies,dogs,feeding watering supplies,40,grocery gourmet food,False
39643,B000240720,Universal Nutrition Animal Cuts Ephedra Free,A293905NL7MTVQ,0/0,5.0,1342828800,"It's amazing, although I'm on a strict diet too it makes me feel and look better. The only con it has is too many pills and I get too sweaty but it's alright it worth it!",health personal care,nutrition wellness,sports supplements,36,grocery gourmet food,False
13166,B000ELSM1E,"ScoopFree Litter Tray Refills with Premium Blue Crystals, Pack of 6",A3U0FKY658YJH2,9/9,2.0,1205798400,"I bought this system just before Christmas for our two cats. While it significantly reduces the odor and the mess, we go through one cartridge every week to 10 days. With a 6-pack of refills costing about $100 plus shipping, that means I am spending over $50 per month (and possibly up to almost $70!) on CAT LITTER! There is absolutely NO WAY this product costs more than a few dollars each to make. While I really like the product, I really dislike the price, and if the pricing doesn't go down in the next couple of months, I will be looking at other brands/options.",pet supplies,cats,litter housebreaking,105,pet supplies,True
39682,B000M44SN4,Today's Mom Cozy Comfort Pregnancy Pillow,AF57WNYQN4JNN,1/1,5.0,1343001600,"A Pillow of this size fits well on a King sized bed. The 1st night I wasn't fully comfortable as I needed to break in the pillow and start a mold of my own. The 2nd night was just right and even though the pillow does lose it's firmness overtime it still works wonders in comfort. It's expected to lose the firmness anyways. I'm very petite (4'11) and I was worried it may be too big for me. Nope! It works just fine and it provides great leg support once I wrap my legs around it. Also, I pull the back part so it rests against my back or I get my Husband to nudge it into my back and wrap it over to the other side. I've had the pillow for about 3 weeks now and I must say it's one of the best purchases for this pregnancy.",baby products,pregnancy maternity,maternity pillows,149,baby products,True
17140,B000NW5RWQ,Fisher-Price Ocean Wonders Aquarium,A3HSG5DEGRS9,1/8,1.0,1233187200,I'm only giving this one star because it doesn't last. I received this as a gift in 2004 (not this exact model but an earlier model). I've used it for all of my children but over time the fluid starts to evaporate out of it and eventually stops bubbling. The lights and sound do still work. I just called Fisher-Price and they don't guarantee their toys for more than one year.,toys games,baby toddler toys,unknown,71,toys games,True
3512,B00004R7ZT,Don't Be A Dork,A2C0HT3W8NMFBU,5/5,5.0,1104710400,"This game is unlike any other I've played! The object of the game is to be the first Reach DORK PARADISE! All players start in the Gene Pool where they must choose weather they want to be a Dork or a Keener. Players then make their way up the D.N.A. (Dorks need Action) strand and begin a journey that will have everyone involved, laughing! The questions are Crazy,(some with no real answers) and the stunts are very original! This game is not for the shy! Some cards last the entire game (cry like a baby every time a 5 is rolled.) and some just for a round (get underneath a piece of furniture and take an item with you. pretend you are playing an instrument for the entire round). Be careful not to go to Another Demension! While there you must repeat everything you say twice for two rounds. You You Talk Talk Like Like This This Even Even When When It's it's Not Not Your Your Turn Turn. It's an unforgetable Journey that is sure to bring out the dork in anyone who plays it!",toys games,games,board games,186,toys games,True
20720,B00028ZLTU,Nutramax Cosequin DS Double-Strength Chewable Tablets - 250 Count,A2TEEITC7K0M0C,1/1,5.0,1259280000,"I was skeptical, but the vet told me to get this. Old dog now walks up the stairs of his own accord, instead of deciding to sleep downstairs to avoid it.",pet supplies,cats,health supplies,31,pet supplies,True
16052,B000G1MT2U,Mixed Chicks Leave-In Conditioner,A4K3AS4TMIL9H,4/5,5.0,1227484800,"Our youngest son who is white and black has the kind of hair most women would die for. Unfortunately he is not willing to put in the work necessary to keep it looking good that is until we found Mixed Chicks, shampoo at night wet and comb in some conditioner in the morning and thats it your done. Mixed Chicks lasts through soccer, skateboarding (with a helmet)and anything else he gets into. This was a boy who by noon you could not run a comb through his hair with out a fight. Mixed Chicks is proof God loves us and wants us to be happy!",beauty,hair care,conditioners,105,beauty,True
17323,B000BC1FBK,"White Diamonds by Elizabeth Taylor, Eau De Toilette Spray, 0.5-Ounce",A2JO6GBUUTEW5A,1/4,1.0,1234310400,"I ordered White Diamonds EAU de Parfum and received EAU de Toilette. This product came from Target. Amazon was very good at giving me a complete refund and did not have me send the Toilette back.I then ordered the same thing directly from Target. The very same thing happened. Target has been more difficult to work with. Basically, I do all the work inorder to get a refund when the mistake is on their part. Amazon is great to work with.",beauty,fragrance,women s,81,toys games,False
35994,B000FAG6X0,Diva Cup Diva Cup #1 Pre Childbirth,A1N52LWQT24MT,1/1,5.0,1329177600,"I ordered my Diva Cup last month right after I finished my cycle. I decided I was just tired of the waste and tired of the expense of my 'disposable' options. I just began my period this month - I used the cup for the first time last night and I am already raving about it to my friends as the new ""cure all"" for all your period woes!It was SO simple to insert - I read some tips and tricks online, worried I would screw it up royally - but it was a breeze. Once it was in, it was comfortable just the way it was (I had no need to trim the stem).I got up halfway through the night (out fo habit, normally having to change my pad or tampon around 2-3am), I removed the cup with no problem (pinching the bottom of the cup itself and just wiggling it a little), and it wasn't even a quarter full. I washed it off, reisnerted it, and slept soundly through the night.I am so excited that this is in my life now - I haven't had cramps, there's not ""period smell"" (gross, right?), and my bathroom trashcan will remain almost empty for a long time!Thank you, Diva Cup, for being so awesome!",health personal care,personal care,feminine care,213,baby products,False
2821,B000HP01V6,Men's Caswell-Massey Number Six Bath Soap,A13MNNY3159LCN,2/2,3.0,1090627200,"This bar of orange color soap has a strange very old fashioned scent, high quality great packaging, if your looking for something different. I couldn't use this soap every day I do prefer the Almond Soap.",beauty,bath body,cleansers,36,beauty,True
7114,B00003TL7P,Baby Trend Diaper Champ,A5CMZNXDFELI7,1/1,4.0,1158624000,"I want to start by saying that there isn't a diaper pail in existence that will keep smells out of your house 100%. If you keep a diaper pail full of dirty diapers in the house and think it doesn't smell, you're fooling yourself. My review is based on keeping the diaper pail in the garage, which is what we do.I really like this diaper pail! We had the Safety 1st Easy Saver Diaper Pail and it did nothing to keep the smell out. We haven't noticed a bad smell coming from this diaper pail yet. It's great that you don't have to open the top to put a diaper in. So, the smell doesn't hit you in the face every time you dispose of a diaper. My 3 year old loves to take the baby's diapers (wrapped in a plastic bag)and throw them away because this pail is fun to use. There's just something fascinating about the way the diaper ""dissapears"". I highly recommend spending a little extra money and buying this pail!",baby products,diapering,diaper pails refills,174,baby products,True
22982,B00005N5FA,Crocodile Dentist,AXCCO1R8ZXL77,1/1,5.0,1272153600,"I've used this game with kids of all ages, including children with special needs. It's a good idea to demo the game first to show them what happens (and the unpredictability). Kids that have issues getting their finger ""bitten"" can use a pencil or popsicle stick to press down the teeth. The end result is always lots of laughs. On the adult front, it could be a good drinking game :)",toys games,games,unknown,71,toys games,True
6574,B000PYIL8Y,AeroGarden Seed Kit,A1V81ZAUGS0LE3,36/40,4.0,1150070400,"Well, this is the kit I tried first, and the back row of plants & center front are doing the best. Both basils shoot right out of their pods. The Dill and Cilantro are growing tall, and there is lots of mint, but it is tiny. The chives are looped back into the sponge & have yet to try to stand up straight, and the Oregano is sprouting within the sponge, but has yet to come out of hiding. And this is at the beginning of week 2. I believe I could probably harvest a little basil at the end of week 3.The big question is, where is the Parsley? People have suggested they substitute Parsley for Oregano. I'd rather they replace the Red Rubin basil. I have recipes with oregano, but none specifically calling for purple basil. However, I never tasted the stuff, so I may change my mind once I do. Hopefully they included it becase of taste and not for looks.This is an easy, low maintenence kit. You only have to refil the water bowl when the water gets low & add 2 nutrient tablets every 2 weeks. It comes with 2 starter nutrients, 2 sprouting nutrients & 12 regular nutrient tablets They ask you to place the pods in the order they came in the box. Possibly because of slightly variable light levels. The light is on 17 hours and it only waters when the light is on for this setting.Parsley will be part of both the Italian & French herb kits that will be available in September.",grocery gourmet food,fresh flowers live indoor plants,live indoor plants,262,grocery gourmet food,True
17291,B000NLUSLM,PowerEx MH-C9000 WizardOne Charger-Analyzer,A2GWH7GJNE73FD,14/14,5.0,1234137600,"I have 12 AA Energizer rechargeable batteries. After using for more than 3 years on camera and other devices, all of them were dying. For the past 3 years, I recharged them by using Energizer charger in 15 minutes, they could last only for 10-20 shots on Canon digital camera. After I read reviews of this product, I would like to give it a try. After analyzing all of the dying batteries, some of them were even below 100 mAh(the full capacity is 2200 mAh, some are 2300 mAh), but after following the simple instructions, I rescued all of my batteries, all of them are above 1800 mAh (with one exception -- 1460 mAh) some even close to 2000 mAh. For more than 3-year-old batteries, I am very satified with the results.Also, in the manual, there are some important knowledge regarding battery recharge. If you have some dying batteries, this product is the perfect rescuer for you.",health personal care,household supplies,unknown,157,health personal care,True
19910,B0002C7FI6,"PetSafe In-Ground Deluxe Ultralight Collar with Radio Receiver, PUL-275",A3VCWDG05DOHGL,4/4,5.0,1253232000,I was worried that the 5 different correction levels would not be enough for my stubborn dog. However by level 4 he got the point and we had him trained in 1 1/2 weeks. I am also impressed with how small the device is (since my dog is only 40 pounds) it's nice that it doesn't weigh him down like the typical receiver collars. My dog also swims in our stream constantly and the collar has proved to be very waterproof. The seller shipped the item promptly. I am very pleased with this purchase and have now purchased 2 (I ahve 2 dogs). :),pet supplies,dogs,training behavior aids,104,pet supplies,True
33457,B000FNR726,Range Kleen WKT4162 66-Battery organizer with Removable Tester,A11F8NQRW62GGA,0/0,5.0,1321401600,"Very nice organizer! Finally have something to keep my battery's in. It sure beats my Tupperware bin that I was using for them! Can fit quite a few and it seems like it will hold up nicely, very heavy duty! The built in battery tester is wonderful as well! So glad I found this product!",health personal care,household supplies,household batteries,55,health personal care,True
23490,B000ESQS4K,Aviva Breeze Pool Lounger White/Turquoise,A2SVA5QRC53BI0,6/6,3.0,1275696000,No where in the product description did it specify that I would have to purchase a special raft inflation device...can't blow it up or use a bike pump.,toys games,sports outdoor play,pools water fun,28,baby products,False
29223,B000HLZ8XQ,MABIS Sloping Coccyx Cushion,A1M96CAFMTD1KH,4/4,2.0,1303776000,I have to agree with the poster who said this pillow got flat as pancake. I need to sit for hours at my computer for work and I did not notice any real difference. What did help is the big fluffy pillow off my bed that I got on sale from Kohl's. This pillow really does get flat as a pancake when you sit on it.,health personal care,medical supplies equipment,mobility aids equipment,66,health personal care,True
19232,B00006BN4U,"PowerBar Performance The Original Energy Bar, 2.29-Ounce Bars",A33G0ZK01KV68C,0/3,1.0,1247788800,"I've eaten chocolate powerbars for years. A few months ago I noticed a significant flavor change. Lots with expiration date prior to Sep 2009 still taste great. The new flavor tastes like I'm eating chemicals. I have no idea why they would change such a classic flavor, but they did...",health personal care,nutrition wellness,nutrition bars drinks,50,grocery gourmet food,False
6850,B000ETRDSY,Bratz Kidz Doll- Cloe,unknown,4/4,5.0,1154304000,"When I went into Toys R Us today merely to check for new Barbie clothes for my Pullip dolls, I had no intention of buying this lovely girl.I skimmed through the Bratz section just to see what was there. My companion pointed out the Yasmin Kidz doll, and I thought she was very cute, but not my cup o' tea. I searched for a Cloe since she's my favourite- *Points to Cloe army* -and found her. I promptly fell in love.Her hair is very pretty, it reminds me of Sun-kissed Cloe's hair, minus the braids. Her face is very cute, and I like her body proportions.The clothes are well made, and she's the perfect size for carrying around. I cannot recommend her enough! If you like Cloe, you should defidentely get this girl.-Taffy",toys games,dolls accessories,dolls,133,toys games,True
29160,B000KUHFGM,Marpac Dohm-DS Dual Speed Sound Conditioner,A1YRCSO82KREZS,0/0,5.0,1303430400,The Sound Screen works great at masking the irritating sound in my left ear from tinnitus. Very portable and I take it with me on any trip. Great Product and I own two of them.Bill,health personal care,baby child care,health care,35,health personal care,True
35331,B00070E8LA,Oster Classic 76 Professional Hair Clipper,ADM7IBM50G80N,0/0,4.0,1326844800,"The best hair clipper i've ever had, and i've been through many. It may not be the most ergonomic clipper but it sure makes up for its akwardness through its shear power and accuracy. This thing will cut every hair the same uniform length. it is a great product and I can see why many people give this thing 4/5 stars. Would give it 5/5 if they improved the design for better grip.",health personal care,personal care,shaving hair removal,73,health personal care,True
23807,B00068R98C,"PetSafe Ultrasonic Indoor Bark Control, PBC-1000",A17M5Q6CDLURMS,1/1,1.0,1277856000,"This doesn't work at all for my dogs. I don't know if it's not making any noise at all, or if they just ignore it completely. On the plus side, it didn't encourage barking more, I suppose...COMPLETELY useless, though they were afraid of the red light when I manually pressed the button...I threw mine in the garbage..",pet supplies,dogs,collars,57,pet supplies,True
39599,B000PQUKVS,Microfiber Turbie Twist - Assorted Colors,A2WYJQNA006745,0/0,4.0,1342656000,"The fabric is thin and if you have really long hair your ends are probably gonna stick out a bit like mine do. But that being said, it gets the hair off your face and for the price I really can't complain! I've used it for months now and it works well for me.",beauty,hair care,styling tools,54,beauty,True
36489,B000CQIDHE,"Stash Herbal Tea Blends, (Pack of 6)",A22KDQXHJR2EKN,0/0,5.0,1330905600,Have enjoyed many cups of this flavorful tea which was first given to me by a friend. I have continued to order it on a regular basis.,grocery gourmet food,beverages,tea,27,grocery gourmet food,True
18295,B000BTHJKO,SHALIMAR For Women By GUERLAIN Eau De Toilette Spray,AHWPCDC9TMYQO,1/1,5.0,1240876800,I have used Shalimar for many years and both men and women will comment on the wonderful aroma. It is light and not heavy and I will use it forever.,beauty,fragrance,women s,30,health personal care,False
1806,B00009B1SK,My Little Baby,A2L7PTXXKN1W9Z,9/10,5.0,1067472000,"We've only had this little thing for a day, but my daughter loves it. It kept her entertained while I was at a doctor appointment. When I came out of the exam room all the office staff were around my daughter as she explained it. My daughter is 3 and usually very shy. The only thing that I don't like is that the bottle that goes with it can get lost and I believe you need the bottle to keep it happy. It would be good if the bottle could be attached with a little piece of string so it wouldn't get lost. I can tell we're going to end up buying more of these.",toys games,dolls accessories,dolls,115,toys games,True
39778,B000KFZG5E,Nioxin Intensive Therapy Deep Repair Hair Masque (select option/size),A2OJKH584FUGEQ,0/0,1.0,1343347200,- Item described as new came in without the seal wrap. Item appeared to be used and smells as if it was very very old.,beauty,hair care,hair scalp treatments,25,pet supplies,False
4328,B0006TQ63U,MYSCENE MIAMI GETAWAY KENZIE,unknown,4/4,5.0,1120608000,"I don't understand why there is a ""war"" over Bratz and My Scene. Both are pretty. Both are fun. Both have their own pros and cons. Bratz have big heads, sure, but with big heads comes big brains. Okay, not with dolls but I agree with the opinion that Bratz are different and different is good. Sure, they dress skimpy, but they are targeted for an older age group. I think that M.G.M made a mistake with that, though. Older girls don't play with dolls. They may collect them but mostly it's the younger girls who want to actually play with them. Maybe Bratz are a bad influence, but they can't be much worse then what we see on t.v and in the news everyday. My Scene are pretty, but I wish they looked more like the girls in the movie. I like the characters much better. Okay, and what is it with you and swearing on your rewiew? There are little kids reading these, and they don't need the swears. You are complaining about the Bratz clothing being too skimpy, but yet you swear on your review? Everyone is entitled to their own opinion, and this war is just a stupid argument. All it does is make people mad. So stop.I have Bratz and My Scene. My favourite brat is Dana of Wintertime Wonderland. She is really pretty and her hair never messes up. My favourite My Scene is Barbie from Jammin' in Jamaica (the one with River and the two-person bike). She is really pretty and fun to play with. Both are my favourites so quit the arguing. Other people like me are tired of hearing you comlain about them. They're both great.",toys games,dolls accessories,doll accessories,285,toys games,True
13358,B00006IV44,Remington SP-5 Pre-Shave Talc Stick Face Saver For all Men's Shavers,AZNAAY9Q7D718,0/0,5.0,1207353600,"I have used FaceSaver Powderstick for shaving for many, many years. It sets up my face for the electric shaver and for very pleasant electric shaving. Not able to find it locally, I appreciate finding it at Amazon.com.",health personal care,personal care,shaving hair removal,38,health personal care,True
13084,B000065CKT,Musini - MagicSensor,A3NSJSQQEJ0ZO7,0/0,3.0,1204934400,"I have been reading all the experiences with this and wanted to chime in. We have had our Musini for nearly 6 years now. The volume is quite loud when you adjust it... and for sensitivity... when the air conditioning unit kicks on, or when the heat comes on it sets it off. We just have to remember to turn it off so it does't turn on in the middle of the night.My kids love it, and love bouncing off the furniture to make it play. I have several of the additional cassettes which offers a variety. The only drawback I have is it has to be on our second floor... the playroom has a cement floor which is not condusive to vibration needs.",toys games,electronics for kids,systems accessories,124,toys games,True
25117,B0003290ME,Sweet Baby Ray's Honey Barbecue Sauce 18 oz,A2U76X413GP9O7,0/1,5.0,1285372800,This by far is the best barbecue sauce I have ever tasted. I'm eating some BBQ ribs right now as I'm typing. I'm getting sauce all over myself. I'm getting barbecue sauce on the keyboard. Holy smoke! And this is just the regular flavor. I can't wait to try the honey flavored!,grocery gourmet food,pantry staples,herbs,52,grocery gourmet food,True
25297,B0002568ZE,Mag Float Floating Magnet Aquarium Cleaner,A53SE3Y7N2QNW,4/7,4.0,1286323200,"This does exactly what it's supposed to do. Unfortunately, as several reviewers have stated, if you're not careful when using it, and a single grain of sand, for example, gets stuck between magnet and glass, you absolutely will scratch it. I wonder how necessary it is to have such a powerful magnet in a glass cleaner. Still, there's no question that it will scrape off whatever algae or other gunk or particles that has attached itself to the inside of your tank. Yes, I will continue using it, and yes, I will buy another for my second tank.One warning",pet supplies,fish aquatic pets,cleaners,99,health personal care,False
26003,B0006N9DHW,"Petromalt hairball Remedy, Malt Flavor (2 oz.)",A3S6TH7OGNG7PJ,1/1,5.0,1290211200,"I have been using this exact brand (this tube, and everything) for about 8 years with my cats. One loves the flavor, but the other one if iffy and sometimes eats it.Pros:-It's good and sticky, easily staying on a finger for cat to lick off.-Malt-flavor is appealing to most cats (4 out of 5 of mine over the years).-It works well for maintenance/prevention.-It works when the cat starts coughing if given right away.Cons:-Some cats won't like the sticky texture. (But all seem to like the smell!)-It is petroleum-based, which can reduce nutrient absorption if given before or with meals.-Does not currently ship via Amazon Prime.Bottom line",pet supplies,cats,health supplies,106,grocery gourmet food,False
37117,B000FGDDI0,Sunbeam 732-500 King Size Heating Pad with UltraHeatTechnology,A1VMSM54B2RIF6,1/1,2.0,1333152000,"This is the worst heating pad I've ever seen. It takes 12 minutes just to heat up to the medium setting, and the pad doesn't hold its shape well at all, frequently requiring tedious reshaping by hand. A heating pad is supposed to be something in the background that doesn't require a lot of thought or effort, and this item falls well short of that.I'm tempted to return it, but it does actually work, so I guess we'll keep it as a spare that I hope we never have to use.",health personal care,health care,pain relievers,91,pet supplies,False
29804,B0009XH6VY,Andis Hangup 1600W Hair Dryer with Cord Hanger,A2ROUIFM9UC3NK,0/0,5.0,1306454400,"Always liked the wall-mounted hairdryers in motels & resorts. This product was easy to install, solves storage problems & does a good job w/2 drying speeds. Also like the cord hanger feature.",beauty,hair care,styling tools,32,baby products,False
2066,B00008X353,My Little Pony Celebration Castle with Baby Pony Pink Sunsparkle and Romperooni,unknown,0/0,5.0,1072828800,"I read most of the reviews for this toy even before I listed it in my daughters wish list. So when she got it this Christmas I had mixed feelings. It was a nightmare to put together, good thing I have a lot of patience. But it has held up very well. I expect some things to fall off, and they do, but they aren't hard to put back together. (even for my 4-year-old)What kids toy lately is really made for the way their played with? Even Tonka trucks aren't as good as they used to be when I was little. This castle is a lot of fun for my daughter, and that's all I care about.",toys games,action toy figures,playsets,117,toys games,True
32452,B00073HJG8,Prince Lionheart Jumbo Toy Hammock,A2MSZC17XEVEU0,1/1,5.0,1317600000,"This net is so handy. It holds all of my son's stuffed animals. We hung it over his bed, so he can reach it without help.",baby products,nursery,unknown,26,toys games,False
21383,B000F9LMQC,Bamboo Quick Control 3 Foot Leash with Seat Belt Latch Blue,A1BV8ILMERBOSP,0/1,4.0,1262995200,"Honestly I haven't used this product yet but I can see by looking at it that it's going to work for my dog. If your dog moves around alot when they drive in a car this product should be used. Your dog is like a baby and like a baby who needs a carseat a dog also needs something so they don't get throw around in the when making turns or stopping short. This secures your dog and will save your dogs life if by some chance their is an accident, As I said I haven't used this product yet only because I don't have a car but my friends do and I tested this when I drove in their car with my dog and it does work and easy to use",pet supplies,dogs,collars,132,baby products,False
22712,B000FKOXBC,Pressman Giant Garden Chess Set,A3TEGCVJRJ8J9U,1/1,4.0,1270425600,"I've always wanted to learn how to play chess and teach my kids how to play. My kids were fascinated by the size of the pieces. My only criticism is that it should have come with a case. Once you open the box, you then have to figure out storage options. But, it's a great twist on a classic game! Well worth the money!",toys games,games,board games,64,toys games,True
32566,B000BXAI08,Fisher-Price Space Saver High Chair,AS3VWGM85VT77,1/1,2.0,1318118400,"I was excited to get this high chair, but totally disappointed once it arrived. Its easy to put together, took about 5 minutes total. The first problem was that it didn't scoot under my kitchen table. The biggest issue for me though was the CHEAP FEEL of the whole thing. I know its only 50 bucks or so, but I would have paid maybe $75-$80 if it were better quality. The tray, seat, side rails, and basically the chair as a whole feels wobbly. The tray does not slide on and off easily due to this. The only benefit I could see with this chair is that its lightweight and could be brought to a restaurant, sitters, family members house for feedings. It would ravel well.We went with a full size Chicco. Its worth the extra 70 bucks!",baby products,feeding,highchairs booster seats,138,pet supplies,False
10950,B00006ICOE,"Rubbermaid Commercial 2005 CHA 12-1/4&#034; Length x 8-1/4&#034; Width x 2-5/8&#034; Depth, Charcoal Color, Polypropylene Heavy-Duty Dust Pan",A3FINW2HYY0ECC,5/5,3.0,1191024000,I was hoping to find a nice heavy dust pan that had a good tight contact with the floor. I was hoping the Rubbermaid name would assure this quality. It wasn't what I had hoped for. This is not a heavy weight pan.,health personal care,household supplies,cleaning tools,43,pet supplies,False
36051,B00006IA8O,3M Scotchgard Fabric Protector,A3749QW1T6EA1W,17/17,5.0,1329350400,"I was very curious as to what sort of results to expect from this product (bought it for our white sofa since the retailer's ""protection plan"" was a joke), so I decided to do a little experiment and apply red wine to a treated and untreated portion of material (photos added for you to see). The spill on the Scotchgarded portion beaded up while the unprotected portion soaked the wine up right away. I let it sit for a few minutes and eventually the wine did absorb into the material. When I tried to remove the stain from both sections (using only water), the red wine actually came out of the treated side while the untreated side appeared to be stained. The results were very impressive! I'm on the ""what else can I apply this to?"" bandwagon now.Amount needed - I treated an extra large sofa and a small fully upholstered chair with two coats each and used 4.5 cans (10 oz size). Found that using painters tape to mark the untreated areas helped me remember where I had or had not spayed since I couldn't really see a significant change in the fabric's appearance and when I would look away to open my second can of Scotchgard I would lose my place.Smell. If you've ever stepped into a small nail salon that applies acrylic nails, that's about what this stuff smells like to me. Since I currently live in a high rise, I was concerned about the ventilation requirements since I can only open a patio door and crack a window. I applied one coat to my sofa, got caught up on a phone call and didn't leave the room, causing a slight headache (totally my fault). When it came time for the second coat, I was sure to go to a different room after spraying the item and had no issues whatsoever. Just sharing my mistake in case anyone else without outdoor space is thinking of using this product - it's very possible and very much worth doing, but just be sure to leave the area until the odor dissipates.",health personal care,household supplies,cleaning tools,352,beauty,False
32380,B000FH33YS,Pampers Easy Ups Training Pants for Girls,A25Y2QBJ6DW944,0/0,5.0,1317254400,"I was very pleased witht he price I got on these. My only concern is within te weight guidelines as it says up to 34 lbs. My daughter is 31 lbs & we had hoped to use diapers a bit longer then these but decided since our size 4 diapers go to 37 lbs, we'd try these before they might get outgrown. They're a little snug to get on, so I am glad we are using them now. My daughter loves them as they are ""big girl bums"". Even though she has never seen Dora, she likes the ""baby"" on th bums.",baby products,diapering,disposable diapers,102,baby products,True
1374,B00005JHWB,Rejuvenique RJV10KIT Facial Toning Mask Kit,unknown,52/59,5.0,1049500800,I am 51 years old. I started using my mask about 3 months ago and the results are noticeable already. I've gotten compliments at work about how nice I look right out of the blue. I know it's because of this product. Also my skin feels so good after I use it. It seems to &quot;liven&quot; up my skin. I love it!,beauty,tools accessories,facial steamers,62,beauty,True
14972,B000C7UXL2,"Seventh Generation Trash Bags, Pack of 12, Packaging May Vary",A3LJMAAAZDTI3D,1/1,3.0,1219536000,"These are just like regular trash bags. They don't have the convienent little handle cord, and they aren't especially thick, but they work fine for light household work. I am trusting they are less harmful to the planet, so that makes me feel better about using any sort of plastic, convenience product.",health personal care,household supplies,paper plastic,52,baby products,False
38914,B0006VSXBQ,Holistic Select Radiant Adult Health Dry Dog Food,AY1FDSR4VQ8LT,1/4,2.0,1340323200,"I have been feeding this brand to my bulldogs for 2 years. Petco stop carring it, so I have been buying from Amazon. I buy two 30lb bags at a time.. I never thougth it would make by bulldogs sick. I stop feeding them from that bag, and opened the new one after I had taken them to the vet and they eventually got better. I ran out of the 2nd bag so I put them back on original bag, and they started vomiting again..It's hard to see my pupps so sick, and don't know if I should keep buying this brand.",pet supplies,dogs,food,102,baby products,False
2145,B00007GVNO,Delta Children's Products Sleigh Toddler Bed,A1XQNJDWAG4MAJ,7/7,5.0,1074470400,"To give you an idea of what we think, we have 2 of these and will buy the 3rd in a few months. Knowing these are on the market, I would not recommend putting your child into a full size bed. The bed is in proper proportion to the child - they can sit on the bed, get in and out easily. Assembly is easy. The wood is hardwood, so durability is not as issue.Very good product.",baby products,nursery,furniture,77,baby products,True
32553,B00063FE66,Zillionz Talking Cash Register,A2WRHSGYH4RSZA,0/1,5.0,1318032000,This cash register is very realistic. Like the fact that is also a calculator and has 3 languages. It also scans real food items.....love that.,toys games,dress up pretend play,pretend play,25,toys games,True
8104,B000FFE3GM,90 Tablets Ogoplex Orgasm Enhancer 3 Month Supply,A14U3KQZS441LX,2/7,5.0,1168473600,Great product! I have been taking it for 3 years now. I thought sex was great before! Now it is even better! It delivers everything Ogoplex says and more! My women always run out of steam before me! (SMILE),health personal care,sexual wellness,unknown,39,health personal care,True
25181,B00005U8WT,Neutrogena Men Skin Clearing Shave Cream - 5.1 fl oz,ACJH8RCB30JLZ,1/1,5.0,1285632000,"I've been using this for a few weeks now and love it. At first, it was a bit odd to not have a foam/lather, but the shave is GREAT.",health personal care,personal care,shaving hair removal,29,health personal care,True
